ad_id,publisher_id,type,location,purpose,price,title,description
83,100017,prof,Πάτρα,rent,300,Γραφείο 35 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 22693 | ΠΑΤΡΑ ΤΡΙΩΝ ΝΑΥΑΡΧΩΝ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΠΛΗΡΩΣ ΑΝΑΚΑΙΝΙΣΜΕΝΟ ΓΡΑΦΕΙΟ 35Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΤΟΝ 2 ΟΡΟΦΟ ΜΕ ΑΣΑΝΣΕΡ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 1 ΧΩΡΟ ΚΑΙ 1 WC. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 1980 ΒΑΜΜΕΝΟ ΚΑΙ ΔΙΑΘΕΤΕΙ ΩΡΑΙΑ ΘΕΑ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΜΕ ΔΙΠΛΑ ΤΖΑΜΙΑ ΠΟΡΤΑ ΑΣΦΑΛΕΙΑΣ ΚΛΙΜΑΤΙΣΜΟ ΔΑΠΕΔΑ ΑΠΟ ΠΛΑΚΑΚΙ.. ΕΠΙΠΛΕΟΝ ΧΑΡΑΚΤΗΡΙΣΤΙΚΑ: ΘΥΡΟΤΗΛΕΟΡΑΣΗ.     ΤΙΜΗ 300€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 22693 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
84,100454,prof,Πάτρα,rent,350,Κατάστημα 55 τ.μ.,Πάτρα Σκαγιοπούλειο: Ενοικιάζεται Κατάστημα 55τ.μ. προσόψεως σε ισόγειο 2 επιπέδων χωρίς θέρμανση. Αποτελείται από 1 χώρο 1 κουζίνα και 1 WC. Είναι κατασκευασμένο το 1975 βαμμένο και διαθέτει ενεργειακή κλάση Ζ δάπεδα από πλακάκι. Το ακίνητο έχει την παρακάτω διαρρύθμιση χώρων: ΙΣΟΓΕΙΟ 39 ΤΜ ΠΑΤΑΡΙ 16ΤΜ . Τιμή 350€ | Κωδικός Ακινήτου: 22666 Κτηματομεσιτικό γραφείο Αγγελόπουλος ? Τσεκούρας AT Real Estate Website : www.atrealestate.gr Tip : Για την καλύτερη εξυπηρέτηση σας χρησιμοποιείστε τον κωδικό ακινήτου που αναγράφεται στην περιγραφή Η διεύθυνση στον χάρτη είναι κατά προσέγγιση και η ακριβή διεύθυνση δίνεται κατά την υπόδειξη του ακινήτου . Για περισσότερα ακίνητα και πληροφορίες επισκεφθείτε την ηλεκτρονική μας ιστοσελίδα . Επικοινωνήστε μαζί μας : Website : www.atrealestate.gr E-mail: info@atrealestate.gr  info@libertypatra.gr Τηλέφωνο : 2610-620180 & 2610-226723
85,100354,prof,Πάτρα,rent,350,Γραφείο 55 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 22755 | ΠΑΤΡΑ ΠΑΤΡΑ - ΚΕΝΤΡΟ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΔΙΑΜΠΕΡΕΣ ΓΡΑΦΕΙΟ 55Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΤΟΝ 3 ΟΡΟΦΟ ΜΕ ΑΣΑΝΣΕΡ ΜΕ ΑΥΤΟΝΟΜΗ ΘΕΡΜΑΝΣΗ ΠΕΤΡΕΛΑΙΟΥ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 2 ΧΩΡΟΥΣ ΚΑΙ 1 WC. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 2003 ΒΑΜΜΕΝΟ ΚΑΙ ΔΙΑΘΕΤΕΙ ΩΡΑΙΑ ΘΕΑ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΜΕ ΔΙΠΛΑ ΤΖΑΜΙΑ ΠΟΡΤΑ ΑΣΦΑΛΕΙΑΣ ΚΛΙΜΑΤΙΣΜΟ ΔΑΠΕΔΑ ΑΠΟ ΜΑΡΜΑΡΟ.     ΤΙΜΗ 350€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 22755 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
86,100353,prof,Πάτρα,rent,550,Κατάστημα 135 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 16025 | ΠΑΤΡΑ ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΔΙΑΜΠΕΡΕΣ ΚΑΤΑΣΤΗΜΑ 135Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΕ ΙΣΟΓΕΙΟ 2 ΕΠΙΠΕΔΩΝ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 2 ΧΩΡΟΥΣ ΑΥΛΗ ΚΑΙ 1 WC. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 2002 ΚΑΙ ΔΙΑΘΕΤΕΙ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΜΕ ΔΙΠΛΑ ΤΖΑΜΙΑ ΔΑΠΕΔΑ ΑΠΟ ΠΛΑΚΑΚΙ. ΤΟ ΑΚΙΝΗΤΟ ΕΧΕΙ ΤΗΝ ΠΑΡΑΚΑΤΩ ΔΙΑΡΡΥΘΜΙΣΗ ΧΩΡΩΝ: ΙΣΟΓΕΙΟ ΠΑΤΑΡΙ. ΚΑΤΑΛΛΗΛΟ ΓΙΑ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΧΡΗΣΗ.     ΤΙΜΗ 550€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 16025 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
87,100050,prof,Πάτρα,rent,240,Κατάστημα 25 τ.μ.,Προς Ενοικίαση Κατάστημα Πάτρα Αγία Σοφία 25 τ.μ. Ισόγειο Όροφος 1 WC ενιαίος Δάπεδα: Πλακάκια Έτος κατασκευής: 2000 Κατάσταση: Καταπληκτική Ενεργειακό Πιστοποιητικό: Δ Χαρακτηριστικά: Χωρίς Κοινόχρηστα Προσόψεως Φωτεινό Κλιματισμός Κοντά σε: στάση λεωφορείουΠλατείαΚέντρο Πάτρας Τιμή: 240€ ekatoikia Real Estate 2610622682  www.ekatoikia.gr
88,100363,prof,Πάτρα,rent,6000,Κτίριο 750 τ.μ.,Κωδ.: 87-2917 - ΚΕΝΤΡΟ ΠΑΤΡΑΣ - (Αχαία) ΕΝΟΙΚΙΑΣΗ- Επαγγελματικοί Χώροι 75000 m² Πέντε Επίπεδα : Υπόγειο:22m² ΙΣΟΓΕΙΟ: 232m² ΠΑΤΑΡΙ: 64m² ΠΡΩΤΟΣ: 232m² ΔΕΥΤΕΡΟΣ:178m² ΔΙΑΤΗΡΗΤΕΟ. ΔιαμπερέςΠρόσοψης Φωτεινό Βιτρίνα Πρόσοψης 12 μέτρων Ευρύχωρο Ενιαίο Ισόγειο διαμορφωμένο με Βιτρίνα Διαμπερή Όπου Βλέπει Σε Δύο Κεντρικούς Δρόμους Εσωτερική Σκάλα που ενώνει όλα τα επίπεδα Τριφασικό Ρεύμα Επιπλέον Βοηθητικοί Χώροι. ΙΔΑΝΙΚΟ για: Γραφεία Ιατρείο  Studio Αισθητικής Κατάστημα Ενδυμάτων Αθλητικών Ειδών Υποδημάτων και άλλα παρόμοια. Κοντά σε Στάση Λεωφορείου Σχολεία Καταστήματα Super Market Φαρμακεία Λοιπή Αγορά. Αποστάσεις: 1400μ από Πλατεία Γεωργίου (κέντρο Πάτρας) 1000μ από Πλατεία Υψηλών Αλωνίων 1000μ από Πλατεία Όλγας. Η πινέζα στον χάρτη έχει τοποθετηθεί κατά προσέγγιση για ευνόητους λόγους. Οι ακριβείς πληροφορίες της τοποθεσίας παρέχονται μετά την επιβεβαίωση της συνάντησης. Γι αυτή την αγγελία επικοινωνήστε στο τηλέφωνο 2613014674. Τιμή:6000€ Κωδικός: 87-2917 ΔΕΙΤΕ ΤΟ ΒΙΝΤΕΟ
89,100475,prof,Πάτρα,rent,550,Αίθουσα 127 τ.μ.,Κωδ.: 85-2925 - ΚΕΝΤΡΟ ΠΑΤΡΑΣ (Αχαΐα) - ΕΝΟΙΚΙΑΣΗ ΑΙΘΟΥΣΑΣ (Επαγγελματικοί Χώροι) 12700m²  Όροφος: 1ος Έτος Κατασκευής: 1998-Πολύ καλή Κατάσταση. Διαμπερές Προσόψεως Πολύ Φωτεινό Δάπεδο Μάρμαρο Δομημένη Καλωδίωση Τριφασικό Ρεύμα 2 w/c Μπάνιο Αποδυτήρια Αποθηκευτικοί Χώροι - ΑΝΗΚΕΙ ΣΕ ΟΙΚΟΔΟΜΗ ΑΠΟΚΛΕΙΣΤΙΚΑ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΧΡΗΣΗΣ. ΙΔΑΝΙΚΟ για Γραφείο Γυμναστήριο Κέντρο Μάθησης Και Εκπαίδευσης και άλλα Παρόμοια. Δίπλα σε Στάση Λεωφορείου Σχολεία Καταστήματα Super Market Φαρμακεία Λοιπή Αγορά. Αποστάσεις: 1300μ από Πλατεία Γεωργίου (κέντρο Πάτρας) 700μ από Υψηλά Αλώνια 700μ από Πανεπιστημιακό Νοσοκομείο Πατρών. Η πινέζα στον χάρτη έχει τοποθετηθεί κατά προσέγγιση για ευνόητους λόγους. Οι ακριβείς πληροφορίες της τοποθεσίας παρέχονται μετά την επιβεβαίωση της συνάντησης. Γι αυτή την αγγελία επικοινωνήστε στο τηλέφωνο: 2613014674. Τιμή: 550€. Κωδικός: 85-2925 . ΔΕΙΤΕ ΤΟ ΒΙΝΤΕΟ.
90,100369,prof,Πάτρα,rent,400,Γραφείο 68 τ.μ.,Πάτρα Πάτρα - Κέντρο: Ενοικιάζεται ανακαινισμένο διαμπερές Γραφείο 68τ.μ. προσόψεως στον 2ο όροφο με ασανσέρ χωρίς θέρμανση. Αποτελείται από 3 χώρους και 1 WC. Είναι κατασκευασμένο το 1993 βαμμένο και διαθέτει εσωτερικό ασανσέρ κουφώματα αλουμινίου με διπλά τζάμια πόρτα ασφαλείας κλιματισμό ενεργειακή κλάση Δ δάπεδα από πλακάκι δορυφορική κεραία.. Τιμή 400€ | Κωδικός Ακινήτου: 13453 ATALLAS (GREEK COAST) REAL ESTATE Τηλέφωνο Επικοινωνίας: (+30) 2610222005 (+30) 2610424008 Διεύθυνση: Κορίνθου 162 Πάτρα 26223 Ιστοσελίδα: www.greekcoast.gr
91,100419,prof,Πάτρα,rent,150,Γραφείο 24 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 17560 | ΠΑΤΡΑ ΠΑΤΡΑ - ΚΕΝΤΡΟ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΓΡΑΦΕΙΟ 24Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΤΟΝ 2 ΟΡΟΦΟ ΜΕ ΑΣΑΝΣΕΡ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 2 ΧΩΡΟΥΣ. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 1980 ΚΑΙ ΔΙΑΘΕΤΕΙ ΩΡΑΙΑ ΘΕΑ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΔΑΠΕΔΑ ΑΠΟ ΜΑΡΜΑΡΟ. ΕΙΝΑΙ ΙΔΑΝΙΚΟ ΓΙΑ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΧΡΗΣΗ.     ΤΙΜΗ 150€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 17560 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
92,100368,prof,Πάτρα,rent,170,Γραφείο 35 τ.μ.,Πάτρα Κέντρο Γραφείο Προς Ενοικίαση 35τ.μ. Όροφος: 1ος Αποτελείτε από ένα χώρο μπορεί εύκολα να διαιρεθεί σε δύο  με κοινό ανακαινισμένο μπάνιο με άλλα γραφεία. Ενεργειακό Πιστοποιητικό: Υπό έκδοση Δάπεδα: Μάρμαρα Kουφώματα: Αλουμινίου Χαρακτηριστικά: Ασανσέρ Επενδυτικό Προσόψεως Φωτεινό Βαμμένο Τιμή: 1700€ Αξία Μεσιτική Ακινήτων Μαντζούνη Αριστέα Τηλ. Επικοινωνίας: 2610 340009 - 6979975760 email: info@axiamesitiki.gr Κατά την υπόδειξη του ακινήτου είναι απαραίτητη η προσκόμιση της Αστυνομικής Ταυτότητας και το Α.Φ.Μ. σας σύμφωνα με τον Ν.4072/11-4-2012 Φ.Ε.Κ 86Α.
93,100025,prof,Πάτρα,rent,220,Κατάστημα 45 τ.μ.,Προς Ενοικίαση Κατάστημα Πάτρα Σύνορα 45 τ.μ. Ισόγειο Όροφος 1 WC ενιαίος Δάπεδα: Πλακάκια Έτος κατασκευής: 1995 Κατάσταση: Πολύ καλή Ενεργειακό Πιστοποιητικό: Δ Χαρακτηριστικά: Χωρίς Κοινόχρηστα Προσόψεως Φωτεινό Κοντά σε: στάση λεωφορείουαγοράστρατόπεδο Τιμή: 220€ ekatoikia Real Estate 2610622682  www.ekatoikia.gr
94,100468,prof,Πάτρα,rent,400,Κατάστημα 70 τ.μ.,Προς Ενοικίαση Κατάστημα Πάτρα Κέντρο 70 τ.μ. Ισόγειο Όροφος 1 WC ενιαίος Δάπεδα: Πλακάκια Έτος κατασκευής: 1990 Κατάσταση: Καλή Ενεργειακό Πιστοποιητικό: Ε Χαρακτηριστικά: Χωρίς Κοινόχρηστα Προσόψεως Φωτεινό Κοντά σε: στάση λεωφορείουΠλατεία Τιμή: 400€ ekatoikia Real Estate 2610622682  www.ekatoikia.gr
95,100228,prof,Πάτρα,rent,850,Κατάστημα 154 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 22697 | ΠΑΤΡΑ ΑΓΙΑ ΣΟΦΙΑ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΚΑΤΑΣΤΗΜΑ 154Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΕ ΙΣΟΓΕΙΟ 2 ΕΠΙΠΕΔΩΝ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 2 ΧΩΡΟΥΣ ΚΗΠΟ ΚΑΙ 1 WC. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 2003 ΚΑΙ ΔΙΑΘΕΤΕΙ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΔΑΠΕΔΑ ΑΠΟ ΠΛΑΚΑΚΙ. ΤΟ ΑΚΙΝΗΤΟ ΕΧΕΙ ΤΗΝ ΠΑΡΑΚΑΤΩ ΔΙΑΡΡΥΘΜΙΣΗ ΧΩΡΩΝ: ΙΣΟΓΕΙΟ ΥΠΟΓΕΙΟ.     ΤΙΜΗ 850€ | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 22697 ΑΚΙΝΗΤΑ ΑΠΟΚΛΕΙΣΤΙΚΗΣ ΔΙΑΘΕΣΗΣ ΜΕ ΦΩΤΟΓΡΑΦΙΕΣ ΠΟΥ ΔΙΑΧΕΙΡΙΖΕΤΑΙ Η ΕΤΑΙΡΙΑ ΜΑΣ ΘΑ ΒΡΕΙΤΕ ΣΤΗΝ ΙΣΤΟΣΕΛΙΔΑ ΜΑΣ. WEBSITE: www.tzelirealestate.gr ΓΙΑ ΤΗΝ ΚΑΛΥΤΕΡΗ ΕΞΥΠΗΡΕΤΗΣΗ ΣΑΣ ΧΡΗΣΙΜΟΠΟΙΕΙΣΤΕ ΤΟΝ ΚΩΔΙΚΟ ΑΚΙΝΗΤΟΥ ΠΟΥ ΑΝΑΓΡΑΦΕΤΑΙ ΣΤΗΝ ΠΕΡΙΓΡΑΦΗ. Η ΔΙΕΥΘΥΝΣΗ ΣΤΟΝ ΧΑΡΤΗ ΕΧΕΙ ΤΟΠΟΘΕΤΗΘΕΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ. ΟΙ ΑΚΡΙΒΕΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΤΗΣ ΔΙΕΥΘΥΝΣΗΣ ΠΑΡΕΧΟΝΤΑΙ ΣΤΗΝ ΥΠΟΔΕΙΞΗ ΤΟΥ ΑΚΙΝΗΤΟΥ.
96,100454,prof,Πάτρα,rent,450,Γραφείο 86 τ.μ.,Πάτρα Νέος Δρόμος: Ενοικιάζεται γωνιακό Γραφείο 86τ.μ. προσόψεως στον 1ο όροφο με ασανσέρ με αυτόνομη θέρμανση ρεύματος. Αποτελείται από 3 χώρους 1 κουζίνα και 1 WC. Είναι κατασκευασμένο το 1985 βαμμένο και διαθέτει κουφώματα αλουμινίου κλιματισμό ενεργειακή κλάση Δ δάπεδα από μάρμαρο. Ελάχιστα μηνιαία Κοινόχρηστα. Τιμή 450€ | Κωδικός Ακινήτου: 14062 Το στίγμα στον χάρτη είναι ενδεικτικό και αποτυπώνει την ευρύτερη περιοχή. ATALLAS (GREEK COAST) REAL ESTATE Τηλέφωνο Επικοινωνίας: (+30) 2610222005 (+30) 2610424008 Διεύθυνση: Κορίνθου 162 Πάτρα 26223 Ιστοσελίδα: www.greekcoast.gr
97,100117,prof,Πάτρα,rent,250,Γραφείο 35 τ.μ.,ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 3882 | ΠΑΤΡΑ ΠΑΤΡΑ - ΚΕΝΤΡΟ: ΕΝΟΙΚΙΑΖΕΤΑΙ ΓΩΝΙΑΚΟ ΓΡΑΦΕΙΟ 35Τ.Μ. ΠΡΟΣΟΨΕΩΣ ΣΤΟΝ 1Ο ΟΡΟΦΟ ΜΕ ΑΣΑΝΣΕΡ ΜΕ ΑΥΤΟΝΟΜΗ ΘΕΡΜΑΝΣΗ ΡΕΥΜΑΤΟΣ. ΑΠΟΤΕΛΕΙΤΑΙ ΑΠΟ 1 ΧΩΡΟ ΚΑΙ ΚΟΙΝΟΧΡΗΣΤΟ WC. ΕΙΝΑΙ ΚΑΤΑΣΚΕΥΑΣΜΕΝΟ ΤΟ 1975 ΚΑΙ ΔΙΑΘΕΤΕΙ ΩΡΑΙΑ ΘΕΑ ΚΟΥΦΩΜΑΤΑ ΑΛΟΥΜΙΝΙΟΥ ΚΛΙΜΑΤΙΣΜΟ ΕΝΕΡΓΕΙΑΚΗ ΚΛΑΣΗ Γ ΔΑΠΕΔΑ ΑΠΟ ΜΑΡΜΑΡΟ. ΕΛΑΧΙΣΤΑ ΜΗΝΙΑΙΑ ΚΟΙΝΟΧΡΗΣΤΑ. ΤΙΜΗ 250€   | ΚΩΔΙΚΟΣ ΑΚΙΝΗΤΟΥ: 3882   ΓΙΑ ΠΕΡΙΣΣΟΤΕΡΕΣ ΦΩΤΟΓΡΑΦΙΕΣ ΤΟΥ ΧΩΡΟΥ ΕΠΙΣΚΕΦΘΕΙΤΕ ΤΗ ΣΕΛΙΔΑ ΜΑΣ. Η ΚΟΥΚΚΙΔΑ ΣΤΟΥΣ ΧΑΡΤΕΣ ΤΟΠΟΘΕΤΕΙΤΑΙ ΚΑΤΑ ΠΡΟΣΕΓΓΙΣΗ.   ΜΕΣΙΤΙΚΟ ΓΡΑΦΕΙΟ «NUEVA CASA» ΔΙΕΥΘΥΝΣΗ: ΠΑΝΤΑΝΑΣΣΗΣ 53 ΠΑΤΡΑ WEBSITE: WWW.NUEVACASA.ESTATE E-MAIL: NUEVA_CASA@OUTLOOK.COM ΤΗΛ. ΕΠΙΚΟΙΝΩΝΙΑΣ: 2614 010 635 ΚΙΝΗΤΟ: 6909 569 549
